adm_id,year,SM_WHC,avgTAVGp0,avgCWBp0,avgPRECp0,avgTAVGp1,avgPRECp1,avgTAVGp2,avgCWBp2,avgTAVGp3,avgPRECp3,avgCWBp4,Z-TAVGp1,Z-TMINp1,Z-PRECp1,Z+TAVGp1,Z+TMINp1,Z+PRECp1,Z-TAVGp3,Z-CWBp3,Z-PRECp3,Z-TMAXp3,Z+TAVGp3,Z+CWBp3,Z+PRECp3,Z+TMAXp3,avgFAPARp2,yield
OH_MORGAN,2007,13.663999557495115,2.17,158.23,37.37,10.04,31.9,19.5,91.76,22.57,39.66,-43.74,3.1,1.97,0.42,0.38,0.09,0.92,4.25,0.0,0.0,3.14,0.0,2.84,2.52,0.0,0.55,6.853
OH_MORGAN,2008,13.663999557495115,2.79,202.2,47.33,12.39,30.36,19.04,306.67,23.94,23.08,172.86,1.29,1.54,0.45,0.05,0.0,0.75,2.4,0.0,0.46,1.8,0.0,6.46,0.56,0.0,0.72,7.599
OH_MORGAN,2009,13.663999557495115,2.42,82.04,29.65,11.81,41.13,18.83,97.21,21.87,47.95,55.14,2.1,1.89,0.18,0.49,0.0,1.92,5.2,0.0,0.54,4.32,0.0,3.84,4.28,0.0,0.65,10.067
OH_MORGAN,2010,13.663999557495115,2.95,91.06,25.38,14.16,16.44,19.94,97.53,24.89,29.47,31.95,0.41,1.02,1.69,0.28,0.0,0.13,1.12,0.0,0.27,0.9,0.0,4.1,1.31,0.89,0.74,9.032
OH_MORGAN,2011,13.663999557495115,2.76,136.09,44.51,12.55,73.64,19.42,338.74,25.61,30.18,225.84,1.14,1.01,0.0,0.0,0.01,6.09,0.64,0.0,0.26,0.66,0.49,7.01,1.4,1.52,0.72,7.848
OH_MORROW,2002,13.001999855041504,3.16,83.59,32.41,10.61,52.65,18.66,186.6,24.14,24.19,65.04,2.97,2.37,0.0,0.62,0.44,3.28,2.14,0.0,0.56,2.36,0.0,4.58,0.82,0.0,0.52,6.066
OH_MORROW,2004,13.001999855041504,0.88,98.28,28.25,10.1,33.38,18.28,178.6,21.16,36.48,173.0,2.67,3.03,0.61,0.0,0.0,1.31,6.17,0.0,0.59,5.99,0.0,5.63,2.65,0.0,0.55,8.803
OH_MORROW,2005,13.001999855041504,1.56,186.81,32.99,10.49,41.02,18.29,136.36,24.74,31.53,-3.39,2.43,1.35,0.93,0.0,0.09,2.65,1.33,0.0,1.26,1.36,0.0,3.86,2.59,0.01,0.57,9.98
OH_MORROW,2007,13.001999855041504,0.32,137.28,32.57,8.52,25.54,18.51,25.4,22.23,21.16,-178.51,3.7,2.62,0.78,0.04,0.12,0.43,4.72,0.0,0.24,4.16,0.0,1.26,0.06,0.0,0.52,9.671
OH_MORROW,2008,13.001999855041504,0.85,207.21,44.25,11.27,22.7,18.25,251.63,23.44,19.05,67.78,1.94,2.87,1.08,0.0,0.0,0.35,3.08,0.0,0.52,2.95,0.0,5.15,0.04,0.0,0.54,8.205
OH_MORROW,2010,13.001999855041504,1.59,51.59,20.24,13.03,21.54,19.0,56.83,24.4,27.53,-34.89,0.93,1.96,1.22,0.09,0.0,0.34,1.79,0.0,0.41,1.68,0.0,3.28,1.16,0.0,0.59,10.666
OH_MORROW,2011,13.001999855041504,0.52,120.59,39.96,10.41,76.21,19.11,312.46,25.66,21.53,156.44,2.48,1.86,0.0,0.0,0.0,6.43,0.55,0.0,0.76,0.5,0.48,5.95,0.64,1.7,0.53,10.807
OH_MUSKINGUM,2000,13.663999557495115,3.86,118.74,36.85,10.34,40.27,18.5,137.59,21.94,39.07,82.08,2.52,2.19,1.05,0.0,0.0,2.67,5.1,0.0,0.0,5.14,0.0,4.45,2.44,0.0,0.67,9.415
OH_MUSKINGUM,2002,13.663999557495115,4.08,85.76,32.35,11.51,49.46,19.14,228.28,24.2,26.87,151.24,2.43,1.67,0.24,0.65,0.6,3.1,2.06,0.0,0.61,1.72,0.0,5.76,1.27,0.0,0.69,5.656
OH_MUSKINGUM,2004,13.663999557495115,2.24,150.27,35.82,10.98,38.55,18.72,291.48,22.26,47.52,332.09,2.12,2.58,0.48,0.0,0.0,1.87,4.68,0.0,0.0,5.76,0.0,7.89,3.67,0.0,0.68,9.556
OH_MUSKINGUM,2005,13.663999557495115,3.13,203.56,38.14,11.59,42.1,19.1,185.64,25.23,33.1,62.93,1.74,1.22,0.83,0.0,0.2,2.7,0.83,0.0,1.18,0.35,0.18,4.77,2.75,0.36,0.66,9.267
OH_MUSKINGUM,2006,13.663999557495115,4.19,95.22,29.26,12.59,28.95,19.08,35.65,25.21,27.15,-129.4,1.37,1.34,0.5,0.27,0.0,0.61,0.82,0.0,0.9,0.62,0.12,2.46,1.6,0.72,0.71,10.942
OH_MUSKINGUM,2007,13.663999557495115,1.7,160.65,37.0,9.61,30.32,19.17,91.64,22.38,36.09,-54.08,3.25,2.08,0.5,0.27,0.07,0.79,4.51,0.0,0.0,3.49,0.0,2.73,2.0,0.0,0.63,10.599
OH_MUSKINGUM,2008,13.663999557495115,2.31,209.82,47.78,12.09,29.52,18.78,314.9,23.73,22.16,174.94,1.42,1.83,0.53,0.0,0.0,0.72,2.69,0.0,0.37,2.1,0.0,6.51,0.34,0.0,0.69,8.81
OH_MUSKINGUM,2009,13.663999557495115,1.94,76.43,29.11,11.39,42.59,18.53,84.15,21.59,45.53,28.22,2.26,2.15,0.05,0.4,0.0,1.98,5.58,0.0,0.62,4.43,0.0,3.54,4.0,0.0,0.64,11.997
OH_MUSKINGUM,2010,13.663999557495115,2.63,85.05,24.5,13.77,17.6,19.58,97.81,24.66,28.38,28.39,0.59,1.21,1.63,0.22,0.0,0.22,1.43,0.0,0.3,0.92,0.0,4.08,1.17,0.58,0.73,9.785
OH_MUSKINGUM,2011,13.663999557495115,2.2,134.53,44.2,11.95,78.0,19.06,353.25,25.42,28.48,236.01,1.51,1.15,0.0,0.0,0.0,6.67,0.82,0.0,0.41,0.79,0.42,7.18,1.31,1.63,0.7,10.088
OH_NOBLE,2000,13.663999557495115,4.06,121.07,37.39,10.44,40.6,18.48,152.75,21.85,38.68,106.05,2.46,2.02,1.04,0.0,0.0,2.71,5.24,0.0,0.0,5.34,0.0,4.79,2.38,0.0,0.54,7.129
OH_NOBLE,2002,13.663999557495115,4.24,85.76,32.27,11.6,48.81,19.1,242.56,24.04,30.29,187.76,2.38,1.58,0.46,0.65,0.63,3.23,2.27,0.0,0.52,1.85,0.0,6.21,1.68,0.0,0.6,4.909
OH_NOBLE,2005,13.663999557495115,3.34,200.38,38.58,11.76,39.76,18.56,196.74,24.32,42.37,112.04,1.63,1.14,0.92,0.0,0.1,2.47,1.89,0.0,0.35,1.47,0.0,5.13,3.27,0.15,0.63,6.416
OH_OTTAWA,2002,15.12399959564209,4.76,105.18,34.62,12.57,38.82,20.57,71.8,24.4,22.26,-101.26,1.42,1.42,0.19,0.3,0.0,1.62,1.78,0.0,1.17,2.12,0.0,2.63,1.15,0.0,0.43,6.106
OH_OTTAWA,2005,15.12399959564209,3.13,28.14,20.97,13.11,17.75,21.03,-111.54,25.09,30.24,-253.76,0.95,0.8,1.47,0.16,0.76,0.08,0.87,0.06,0.89,1.81,0.02,0.5,2.04,0.0,0.53,11.305
OH_OTTAWA,2007,15.12399959564209,3.01,15.42,18.17,16.82,7.06,21.0,-223.18,23.37,24.23,-384.0,0.0,0.0,2.82,1.54,1.28,0.0,3.21,1.74,0.37,4.41,0.04,0.0,0.64,0.0,0.53,10.874
OH_OTTAWA,2010,15.12399959564209,5.03,21.82,25.5,16.21,46.69,21.93,-50.8,25.23,19.34,-232.44,0.26,0.32,0.04,1.42,2.42,2.52,0.66,0.0,0.97,1.97,0.0,1.04,0.53,0.0,0.5,11.459
OH_OTTAWA,2011,15.12399959564209,3.16,138.4,40.5,14.96,44.64,21.95,165.35,26.17,15.8,-35.52,0.71,0.35,0.0,1.09,1.84,2.21,0.34,0.0,1.09,0.8,0.95,3.62,0.13,1.29,0.45,10.545
OH_PAULDING,2002,15.063000214719626,5.51,94.27,35.07,13.34,41.49,21.17,73.22,24.49,26.95,-64.0,1.15,1.74,0.0,0.51,0.0,1.79,1.67,0.0,1.03,1.56,0.0,2.94,1.7,0.0,0.39,5.427
OH_PAULDING,2005,15.063000214719626,4.17,5.11,18.28,14.25,16.67,21.32,-164.94,24.8,35.5,-288.42,0.43,0.82,1.78,0.36,0.71,0.24,1.25,0.2,0.81,1.41,0.0,0.17,2.73,0.13,0.47,9.98
OH_PAULDING,2007,15.063000214719626,3.92,7.78,19.3,18.09,9.59,21.53,-209.91,23.7,23.54,-369.01,0.0,0.11,2.48,2.34,1.89,0.0,2.95,1.41,0.4,3.05,0.22,0.0,0.57,0.0,0.44,10.498
OH_PAULDING,2008,15.063000214719626,4.02,120.82,31.78,14.67,36.56,20.97,-10.56,22.92,10.62,-249.19,0.37,0.0,0.0,0.57,0.75,1.13,3.78,0.0,1.74,3.56,0.0,1.02,0.02,0.0,0.47,9.415
OH_PAULDING,2010,15.063000214719626,5.74,22.2,27.2,17.04,48.38,22.52,-40.38,25.41,22.0,-192.12,0.0,0.44,0.0,1.68,2.4,2.71,0.42,0.0,0.72,0.97,0.0,1.24,0.67,0.0,0.48,9.482
OH_PAULDING,2011,15.063000214719626,4.18,121.06,40.76,15.96,51.03,22.51,159.26,26.46,15.25,-43.91,0.41,0.36,0.0,1.42,1.56,3.06,0.32,0.0,1.15,0.0,1.32,3.56,0.11,2.16,0.38,8.561
OH_PERRY,2000,13.509751171941955,4.02,116.75,36.82,10.55,39.54,18.75,129.09,22.2,41.32,64.81,2.39,2.15,1.04,0.0,0.0,2.57,4.75,0.0,0.0,4.98,0.0,4.3,2.76,0.0,0.6,9.254
OH_PERRY,2002,13.509751171941955,4.24,84.83,32.45,11.83,50.43,19.39,221.61,24.43,26.0,136.59,2.32,1.67,0.2,0.73,0.65,3.19,1.74,0.0,0.76,1.57,0.0,5.6,1.29,0.0,0.6,6.207
OH_PERRY,2004,13.509751171941955,2.45,148.77,35.34,11.22,36.67,18.97,273.89,22.49,45.21,292.06,1.97,2.49,0.63,0.0,0.0,1.77,4.37,0.0,0.0,5.11,0.0,7.48,3.33,0.0,0.61,9.072
OH_PERRY,2005,13.509751171941955,3.38,193.7,36.96,11.85,43.42,18.72,175.77,24.57,38.86,74.32,1.63,1.19,0.79,0.06,0.29,2.84,1.55,0.0,0.51,1.4,0.0,4.67,2.91,0.13,0.58,8.137
OH_PERRY,2006,13.509751171941955,4.42,96.47,29.63,12.97,27.35,19.33,29.58,25.44,27.05,-142.65,1.24,1.23,0.6,0.37,0.05,0.5,0.61,0.0,0.85,0.43,0.22,2.3,1.53,0.73,0.64,9.805
OH_PERRY,2007,13.509751171941955,1.92,153.15,36.34,9.92,29.65,19.46,72.87,22.63,33.76,-85.37,3.15,2.1,0.54,0.36,0.09,0.74,4.17,0.0,0.0,3.19,0.0,2.38,1.66,0.0,0.57,11.406
OH_PERRY,2008,13.509751171941955,2.45,204.06,47.59,12.22,28.66,18.52,308.95,23.63,29.87,172.93,1.38,1.89,0.76,0.03,0.0,0.83,2.83,0.0,0.0,2.65,0.0,6.6,1.09,0.0,0.59,8.944
OH_PERRY,2009,13.509751171941955,2.16,71.76,28.67,11.64,41.5,18.81,68.89,21.83,40.82,-7.14,2.17,2.14,0.06,0.46,0.0,1.85,5.26,0.0,0.7,4.05,0.0,3.17,3.39,0.0,0.58,10.888
OH_PERRY,2010,13.509751171941955,2.75,84.44,24.67,14.06,17.5,19.89,93.87,24.88,29.06,23.29,0.43,1.21,1.63,0.24,0.0,0.21,1.14,0.0,0.34,0.87,0.0,4.01,1.32,0.6,0.64,11.056
OH_PERRY,2011,13.509751171941955,2.42,131.21,44.46,12.24,80.77,19.27,352.41,25.7,29.38,228.31,1.33,1.17,0.0,0.0,0.03,7.04,0.54,0.0,0.31,0.72,0.52,7.11,1.33,1.73,0.58,9.933
OH_PICKAWAY,2002,13.001999855041504,4.44,81.54,33.12,12.18,53.08,19.84,210.28,25.05,26.08,73.08,2.23,1.82,0.0,0.86,0.63,3.34,0.95,0.0,0.86,1.47,0.05,5.27,1.4,0.05,0.48,7.135
OH_PICKAWAY,2005,13.001999855041504,3.56,181.07,35.04,12.12,43.47,19.7,126.66,26.02,32.2,-23.27,1.57,1.05,0.79,0.16,0.33,2.84,0.34,0.0,1.29,0.38,0.75,3.62,2.73,0.77,0.47,6.523
OH_PICKAWAY,2007,13.001999855041504,2.07,137.13,34.89,10.18,28.49,19.88,32.7,23.3,28.75,-170.97,3.07,2.14,0.66,0.45,0.08,0.71,3.27,0.0,0.37,2.57,0.0,1.58,1.3,0.0,0.45,9.879
OH_PICKAWAY,2008,13.001999855041504,2.47,196.58,47.34,12.29,26.04,19.42,267.01,24.75,17.25,35.36,1.38,2.22,1.21,0.08,0.0,0.93,1.31,0.0,0.75,0.94,0.0,5.21,0.0,0.0,0.51,8.272
OH_PICKAWAY,2010,13.001999855041504,2.76,72.51,24.13,14.28,18.8,20.35,75.58,25.4,30.56,-30.48,0.3,1.29,1.49,0.25,0.0,0.24,0.51,0.0,0.39,0.76,0.08,3.65,1.59,0.44,0.53,11.157
OH_PICKAWAY,2011,13.001999855041504,2.57,121.46,44.18,12.52,85.16,19.66,332.76,26.43,29.18,148.89,1.15,1.29,0.0,0.0,0.03,7.63,0.07,0.0,0.18,0.52,1.04,6.58,1.17,1.96,0.43,10.41
OH_PIKE,2002,13.540595431776412,7.91,136.66,45.75,15.59,51.59,22.15,255.22,25.24,30.12,141.84,0.2,0.43,0.0,0.97,0.42,3.14,0.65,0.0,0.9,1.52,0.0,6.09,2.03,0.08,0.63,7.841
OH_PIKE,2005,13.540595431776412,6.81,60.97,29.96,16.1,13.06,22.4,-2.28,25.74,38.58,-77.22,0.13,0.39,2.13,1.22,1.53,0.11,0.47,0.0,0.95,0.63,0.5,2.64,3.31,0.74,0.63,8.312
OH_PIKE,2007,13.540595431776412,6.56,66.76,27.29,19.67,9.89,22.52,-108.35,24.5,28.45,-236.71,0.0,0.0,2.44,3.33,3.05,0.0,2.43,0.0,0.0,2.2,0.79,0.54,0.89,0.56,0.61,7.559
OH_PIKE,2010,13.540595431776412,7.68,94.34,34.65,18.94,57.42,23.4,70.46,25.76,35.39,-26.11,0.0,0.0,0.0,2.87,2.92,3.92,0.31,0.0,0.13,0.78,0.36,3.52,2.03,0.7,0.71,10.148
OH_PIKE,2011,13.540595431776412,7.4,201.53,54.44,17.14,47.55,23.12,293.57,26.35,30.77,146.8,0.21,0.12,0.0,1.95,2.21,2.6,0.0,0.0,0.0,0.0,0.85,6.2,1.23,1.78,0.6,10.713
OH_PORTAGE,2001,13.001999855041504,0.61,48.83,21.32,10.05,30.63,17.12,20.58,23.05,22.52,-99.88,2.7,2.78,0.82,0.0,0.0,1.15,3.61,0.0,0.44,4.31,0.0,2.39,0.46,0.0,0.59,6.658
OH_PORTAGE,2002,13.001999855041504,2.52,98.14,32.11,9.3,47.69,17.49,240.47,23.15,29.8,168.83,3.46,2.43,0.0,0.28,0.25,2.61,3.47,0.0,0.4,3.02,0.0,5.83,1.49,0.0,0.58,5.541
OH_PORTAGE,2005,13.001999855041504,0.54,194.12,34.87,9.28,43.29,17.42,198.02,23.9,36.35,105.13,3.19,1.65,0.97,0.0,0.0,3.0,2.45,0.0,0.62,1.58,0.0,5.18,2.66,0.0,0.58,9.025
OH_PORTAGE,2006,13.001999855041504,2.26,110.5,27.14,10.29,24.91,17.71,64.79,23.83,37.44,-43.12,2.56,2.41,0.7,0.0,0.0,0.26,2.56,0.0,0.87,1.76,0.0,3.25,3.07,0.0,0.62,7.512
OH_PORTAGE,2007,13.001999855041504,-0.43,156.22,33.6,7.18,29.97,17.69,68.71,21.99,38.72,-72.22,4.5,3.09,0.39,0.0,0.03,0.64,5.03,0.0,0.0,5.36,0.0,2.24,2.39,0.0,0.6,8.339
OH_PORTAGE,2008,13.001999855041504,0.41,212.14,42.79,10.62,22.26,17.46,255.73,22.36,28.14,126.46,2.35,3.12,0.91,0.0,0.0,0.13,4.54,0.0,0.0,4.13,0.0,5.68,0.84,0.0,0.61,7.868
OH_PORTAGE,2010,13.001999855041504,1.07,73.31,21.44,11.7,19.43,18.46,61.43,23.59,27.8,-34.56,1.67,1.68,1.41,0.0,0.0,0.25,2.88,0.0,0.74,3.2,0.0,3.09,1.53,0.0,0.65,9.462
OH_PORTAGE,2011,13.001999855041504,-0.35,144.79,42.96,9.11,80.59,18.14,383.58,24.46,25.02,279.15,3.29,1.99,0.0,0.0,0.0,7.01,1.7,0.0,0.5,0.96,0.0,7.55,0.89,0.81,0.59,9.267
OH_PREBLE,2002,13.001999855041504,6.98,142.04,45.46,14.72,55.27,22.16,210.55,25.13,31.66,61.36,0.49,1.12,0.0,0.72,0.17,3.63,0.84,0.0,0.89,2.78,0.04,4.99,2.25,0.0,0.53,6.221
OH_PREBLE,2005,13.001999855041504,5.83,21.54,23.2,15.56,10.14,22.01,-119.75,25.44,31.01,-248.98,0.12,0.8,2.41,0.88,1.03,0.0,0.71,0.05,1.11,1.17,0.33,0.57,2.37,0.41,0.6,9.422
OH_PREBLE,2007,13.001999855041504,5.38,36.52,24.13,19.28,9.59,22.22,-161.81,24.68,16.17,-337.36,0.0,0.0,2.48,3.09,2.9,0.0,2.31,0.71,1.05,2.49,0.91,0.0,0.15,0.38,0.59,8.783
OH_PREBLE,2008,13.001999855041504,5.43,218.87,49.05,15.42,48.03,21.72,165.39,23.58,9.71,-66.53,0.26,0.0,0.34,0.93,1.15,3.0,2.89,0.0,1.85,2.7,0.0,3.55,0.0,0.0,0.61,8.339
OH_PREBLE,2010,13.001999855041504,6.64,59.19,34.99,18.07,63.14,23.2,66.02,25.81,35.65,-52.81,0.0,0.13,0.0,2.33,2.8,4.68,0.04,0.0,0.0,1.04,0.16,3.24,1.94,0.0,0.67,10.901
OH_PREBLE,2011,13.001999855041504,6.25,171.34,52.1,16.75,50.59,23.21,255.94,26.88,22.76,46.23,0.29,0.4,0.0,1.79,1.98,3.0,0.0,0.0,0.41,0.0,1.57,5.13,0.46,2.12,0.52,9.133
OH_PUTNAM,2002,15.047314008733448,5.55,107.59,37.02,13.34,42.37,21.13,99.84,24.5,26.54,-35.19,1.14,1.79,0.0,0.49,0.0,1.9,1.64,0.0,0.97,1.54,0.0,3.3,1.57,0.0,0.4,5.293
OH_PUTNAM,2005,15.047314008733448,4.06,13.75,20.13,14.05,17.64,21.24,-132.59,24.81,34.84,-252.94,0.5,0.89,1.7,0.31,0.65,0.29,1.23,0.04,0.83,1.28,0.0,0.49,2.65,0.05,0.48,10.323
OH_PUTNAM,2007,15.047314008733448,3.83,13.79,19.78,18.02,8.45,21.42,-203.96,23.66,23.61,-361.0,0.0,0.09,2.63,2.3,1.78,0.0,3.01,1.3,0.4,3.13,0.23,0.0,0.58,0.0,0.43,8.487
OH_PUTNAM,2010,15.047314008733448,5.65,25.69,27.85,17.0,51.18,22.44,-26.89,25.35,23.45,-171.46,0.0,0.44,0.0,1.66,2.4,3.08,0.5,0.0,0.64,1.08,0.0,1.51,0.79,0.0,0.52,10.377
OH_PUTNAM,2011,15.047314008733448,4.16,135.57,42.96,15.8,52.49,22.46,183.81,26.47,15.14,-18.95,0.49,0.39,0.0,1.39,1.7,3.26,0.29,0.0,1.12,0.07,1.3,3.89,0.07,2.31,0.41,11.392
OH_RICHLAND,2002,13.0160493686863,2.9,84.37,32.07,10.2,51.52,18.32,184.83,23.9,24.32,65.25,3.14,2.4,0.0,0.52,0.39,3.13,2.46,0.0,0.56,2.44,0.0,4.55,0.85,0.0,0.51,5.185
OH_RICHLAND,2004,13.0160493686863,0.56,94.8,27.95,9.69,33.5,17.93,184.02,20.89,36.87,185.98,2.93,3.09,0.53,0.0,0.0,1.25,6.52,0.0,0.58,6.45,0.0,5.77,2.69,0.0,0.56,9.886
OH_RICHLAND,2005,13.0160493686863,1.18,185.97,32.66,10.07,41.03,17.97,141.75,24.47,32.13,21.73,2.69,1.38,0.96,0.0,0.03,2.69,1.69,0.0,1.16,1.63,0.0,3.99,2.58,0.0,0.55,9.644
OH_RICHLAND,2007,13.0160493686863,0.03,138.53,32.15,8.12,25.15,18.49,6.13,22.88,27.94,-191.0,3.92,2.75,0.77,0.0,0.18,0.37,3.83,0.0,0.12,4.43,0.0,0.89,0.93,0.0,0.56,10.504
OH_RICHLAND,2008,13.0160493686863,0.57,206.94,43.37,11.0,22.12,17.97,245.78,23.14,19.87,70.81,2.11,2.87,1.05,0.0,0.0,0.25,3.48,0.0,0.41,3.34,0.0,5.13,0.05,0.0,0.55,8.541
OH_RICHLAND,2010,13.0160493686863,1.39,50.51,19.73,12.68,21.26,18.67,52.98,24.17,26.97,-41.84,1.1,1.97,1.24,0.05,0.0,0.32,2.1,0.0,0.38,1.85,0.0,3.19,1.05,0.0,0.6,10.215
OH_RICHLAND,2011,13.0160493686863,0.15,122.03,39.41,9.92,74.92,18.79,312.71,25.37,20.98,160.6,2.79,1.93,0.0,0.0,0.0,6.26,0.82,0.0,0.82,0.67,0.35,6.0,0.61,1.57,0.53,9.758
OH_ROSS,2002,13.02945041656494,4.62,85.79,33.54,12.37,54.3,19.79,245.39,24.84,28.89,128.83,2.1,1.6,0.2,0.85,0.67,3.7,1.19,0.0,0.9,1.56,0.0,6.11,1.85,0.08,0.53,7.559
OH_ROSS,2005,13.02945041656494,3.95,175.89,35.21,12.32,44.71,19.71,147.94,25.8,35.87,27.78,1.47,0.95,0.88,0.19,0.28,3.09,0.45,0.0,1.11,0.51,0.56,4.19,3.08,0.76,0.51,7.424
OH_ROSS,2007,13.02945041656494,2.53,139.64,35.4,10.43,30.57,20.22,31.65,24.41,28.32,-158.43,2.98,2.02,0.68,0.51,0.12,1.01,2.53,0.0,0.14,2.27,0.76,1.63,1.0,0.46,0.52,9.597
OH_ROSS,2008,13.02945041656494,2.87,194.39,47.43,12.35,26.71,19.43,278.01,24.67,17.79,53.32,1.36,1.92,1.19,0.09,0.0,1.0,1.41,0.0,0.76,0.6,0.0,5.5,0.1,0.0,0.55,8.272
OH_ROSS,2010,13.02945041656494,2.96,85.94,25.24,14.43,16.49,20.95,82.14,25.72,34.02,-19.48,0.21,1.04,1.71,0.25,0.0,0.15,0.31,0.0,0.09,0.78,0.3,3.64,1.79,0.61,0.6,10.659
OH_ROSS,2011,13.02945041656494,3.06,133.27,46.39,12.9,83.53,20.41,334.41,26.39,29.6,164.68,0.96,1.12,0.0,0.04,0.07,7.41,0.0,0.0,0.02,0.0,0.9,6.49,1.07,1.86,0.52,10.592
OH_SANDUSKY,2002,15.073633580562252,2.69,72.77,28.75,9.97,45.14,18.56,100.42,24.43,25.28,-72.55,3.3,2.66,0.0,0.54,0.28,2.27,1.75,0.0,1.0,1.12,0.0,2.9,1.42,0.0,0.39,7.545
OH_SANDUSKY,2005,15.073633580562252,0.56,137.01,25.43,9.92,34.13,18.21,40.34,24.89,34.66,-112.26,2.79,1.11,1.01,0.0,0.0,1.81,1.12,0.0,0.83,1.04,0.0,2.34,2.62,0.03,0.43,12.004
OH_SANDUSKY,2007,15.073633580562252,-0.26,100.91,26.0,8.06,22.82,18.75,-79.89,23.39,25.13,-301.48,3.96,2.55,0.92,0.0,0.32,0.21,3.24,0.61,0.36,3.59,0.09,0.0,0.77,0.0,0.44,10.256
OH_SANDUSKY,2010,15.073633580562252,1.27,23.94,16.39,12.57,22.72,19.54,-32.47,25.2,20.96,-199.9,1.12,2.3,1.14,0.0,0.0,0.41,0.7,0.0,0.92,1.02,0.0,1.17,0.71,0.0,0.47,10.955
OH_SANDUSKY,2011,15.073633580562252,-0.45,90.42,32.05,9.17,63.85,18.98,201.8,26.21,16.11,-8.68,3.26,2.42,0.0,0.0,0.0,4.78,0.37,0.0,1.02,0.41,1.03,3.97,0.1,2.33,0.4,11.036
OH_SENECA,2002,13.64364535758291,2.76,75.28,29.79,10.11,47.48,18.58,121.47,24.36,25.49,-25.97,3.24,2.63,0.0,0.57,0.31,2.59,1.84,0.0,0.91,1.34,0.0,3.32,1.36,0.0,0.4,5.205
OH_SENECA,2005,13.64364535758291,0.72,148.82,27.09,10.02,35.64,18.18,62.73,24.8,34.67,-83.21,2.72,1.18,0.94,0.0,0.0,1.94,1.25,0.0,0.83,1.09,0.0,2.74,2.62,0.0,0.43,10.235
OH_SENECA,2007,13.64364535758291,-0.19,108.8,27.45,8.13,23.33,18.75,-61.79,23.35,25.17,-280.72,3.91,2.58,0.9,0.0,0.28,0.25,3.29,0.34,0.36,3.68,0.08,0.05,0.77,0.0,0.44,10.747
OH_SENECA,2010,13.64364535758291,1.28,28.66,17.1,12.67,22.61,18.98,-4.25,24.84,25.21,-150.61,1.08,2.31,1.12,0.02,0.0,0.38,1.19,0.0,0.42,0.98,0.0,2.02,0.83,0.0,0.46,10.074
OH_SENECA,2011,13.64364535758291,-0.29,96.88,33.65,9.43,66.0,19.0,225.91,26.1,16.99,23.57,3.1,2.32,0.0,0.0,0.0,5.06,0.39,0.0,0.92,0.41,0.91,4.4,0.14,2.3,0.41,10.76
OH_SHELBY,2002,13.001999855041504,6.2,132.43,42.49,13.86,48.95,21.26,179.43,24.62,25.74,37.72,0.86,1.46,0.0,0.55,0.0,2.78,1.49,0.0,0.79,2.18,0.0,4.51,1.28,0.0,0.46,5.044
OH_SHELBY,2005,13.001999855041504,4.81,21.44,22.66,14.57,14.65,21.4,-110.62,24.99,31.17,-237.48,0.29,0.87,1.99,0.43,0.76,0.19,1.08,0.0,1.1,1.04,0.09,0.71,2.39,0.01,0.53,9.267
OH_SHELBY,2007,13.001999855041504,4.44,32.33,22.93,18.56,9.69,21.57,-165.04,23.97,19.31,-325.6,0.0,0.0,2.47,2.63,2.28,0.0,2.85,0.74,0.65,2.95,0.49,0.0,0.2,0.16,0.56,10.155
OH_SHELBY,2008,13.001999855041504,4.57,189.79,42.9,14.77,43.77,21.09,111.17,23.06,9.71,-118.27,0.39,0.0,0.22,0.64,0.88,2.31,3.59,0.0,1.85,3.52,0.0,2.81,0.0,0.0,0.56,8.675
OH_SHELBY,2010,13.001999855041504,6.03,45.85,32.12,17.43,59.13,22.63,31.95,25.35,31.51,-83.03,0.0,0.3,0.0,1.93,2.57,4.15,0.51,0.0,0.0,1.35,0.0,2.61,1.33,0.0,0.6,10.673
OH_SHELBY,2011,13.001999855041504,5.08,161.5,48.75,16.12,55.18,22.71,231.82,26.58,17.56,25.13,0.45,0.41,0.0,1.56,1.9,3.62,0.15,0.0,0.76,0.0,1.31,4.59,0.06,2.21,0.47,10.034
OH_STARK,2001,13.001999855041504,1.14,46.17,21.99,10.78,32.12,17.5,23.56,23.13,29.37,-72.58,2.24,2.47,0.9,0.0,0.0,1.43,3.5,0.0,0.22,4.63,0.0,2.68,1.24,0.0,0.57,5.985
OH_STARK,2002,13.001999855041504,2.98,90.98,32.4,9.97,48.97,18.02,234.26,23.52,28.87,157.23,3.15,2.24,0.0,0.39,0.36,2.79,2.97,0.0,0.42,2.69,0.0,5.73,1.37,0.0,0.57,4.714
OH_STARK,2005,13.001999855041504,1.27,207.76,36.85,10.02,41.42,17.94,200.92,24.29,35.42,95.51,2.72,1.39,1.02,0.0,0.0,2.8,1.94,0.0,0.64,1.64,0.0,5.11,2.55,0.0,0.57,9.361
OH_STARK,2006,13.001999855041504,2.81,102.71,27.34,11.04,24.9,18.12,48.36,24.24,34.63,-83.15,2.08,2.18,0.57,0.0,0.0,0.14,2.0,0.0,0.89,1.38,0.0,2.92,2.68,0.02,0.61,8.756
